0, 0.1, 1.82146363594, 1102.42136136, 64.462854147
1, 0.1, 10.3652878628, 1114.88982461, 65.0482962132
2, 0.1, 9.22740432215, 1144.57789242, 65.088616848
3, 0.1, 5.44635850023, 1117.40142607, 64.448112011
4, 0.1, 12.5588364981, 1126.51530287, 66.3529019356
5, 0.1, 9.3343795947, 1140.05190251, 64.9547080994
6, 0.1, 10.9361023162, 1149.64277359, 64.3767678738
7, 0.1, 9.11150942504, 1133.19791007, 64.3099269867
8, 0.1, 5.66435010583, 1137.89616612, 64.4592609406
9, 0.1, 3.753995005, 1149.44841728, 64.6090741158
10, 0.1, 4.05342188977, 1153.29115139, 64.4833300114
11, 0.1, 1.22783188769, 1141.68906123, 64.6248807907
12, 0.1, 0.72375956429, 1144.62125544, 70.2876939774
13, 0.1, 0.539466339062, 1146.40008529, 66.6861000061
14, 0.1, 0.504723291164, 1148.16820296, 68.2326359749
15, 0.05, 0.476641997621, 1148.98157388, 66.921489954
16, 0.05, 0.465367273316, 1149.7654587, 67.5226130486
17, 0.05, 0.454905170989, 1150.50394297, 67.3076250553
18, 0.05, 0.445160389002, 1151.17864111, 67.515681982
19, 0.05, 0.436196966119, 1151.88584331, 67.9212920666
20, 0.025, 0.427312451623, 1152.238537, 66.8705911636
21, 0.025, 0.423321828085, 1152.59873373, 66.5748651028
22, 0.025, 0.419413548957, 1152.95131701, 66.075291872
23, 0.025, 0.415648108525, 1153.29682577, 68.0525128841
24, 0.025, 0.411974057658, 1153.63632204, 68.431604147
25, 0.0125, 0.408158470827, 1153.80225307, 68.9760921001
26, 0.0125, 0.406413536929, 1153.96904311, 73.1901161671
27, 0.0125, 0.404683664114, 1154.13674709, 70.2649850845
28, 0.0125, 0.402979080818, 1154.30430394, 69.6470518112
29, 0.0125, 0.401294503673, 1154.47037827, 69.5651760101
